task,activities_std,epa_normalized_variant_entropy,eventropy_trace,mean_variant_occurrence,ratio_variants_per_number_of_traces,start_activities_median,trace_len_coefficient_variation
task_420,0.0,0.68,13.36,1.0,0.47,7975.71,4.74
task_421,0.0,0.68,13.36,1.0,0.47,150370.0,0.0
task_422,0.0,0.68,13.36,1.0,0.47,150370.0,0.68
task_423,0.0,0.68,13.36,1.0,0.47,150370.0,4.74
task_424,0.0,0.68,13.36,1.0,1.0,1.0,0.0
task_425,0.0,0.68,13.36,1.0,1.0,1.0,0.68
task_426,0.0,0.68,13.36,1.0,1.0,1.0,4.74
task_427,0.0,0.68,13.36,1.0,1.0,7975.71,0.0
task_428,0.0,0.68,13.36,1.0,1.0,7975.71,0.68
task_429,0.0,0.68,13.36,1.0,1.0,7975.71,4.74
task_430,0.0,0.68,13.36,1.0,1.0,150370.0,0.0
task_431,0.0,0.68,13.36,1.0,1.0,150370.0,0.68
task_432,0.0,0.68,13.36,1.0,1.0,150370.0,4.74
task_433,0.0,0.68,13.36,838.6,0.0,1.0,0.0
task_434,0.0,0.68,13.36,838.6,0.0,1.0,0.68
task_435,0.0,0.68,13.36,838.6,0.0,1.0,4.74
task_436,0.0,0.68,13.36,838.6,0.0,7975.71,0.0
task_437,0.0,0.68,13.36,838.6,0.0,7975.71,0.68
task_438,0.0,0.68,13.36,838.6,0.0,7975.71,4.74
task_439,0.0,0.68,13.36,838.6,0.0,150370.0,0.0
task_440,0.0,0.68,13.36,838.6,0.0,150370.0,0.68
task_441,0.0,0.68,13.36,838.6,0.0,150370.0,4.74
task_442,0.0,0.68,13.36,838.6,0.47,1.0,0.0
task_443,0.0,0.68,13.36,838.6,0.47,1.0,0.68
task_444,0.0,0.68,13.36,838.6,0.47,1.0,4.74
task_445,0.0,0.68,13.36,838.6,0.47,7975.71,0.0
task_446,0.0,0.68,13.36,838.6,0.47,7975.71,0.68
task_447,0.0,0.68,13.36,838.6,0.47,7975.71,4.74
task_448,0.0,0.68,13.36,838.6,0.47,150370.0,0.0
task_449,0.0,0.68,13.36,838.6,0.47,150370.0,0.68
task_450,0.0,0.68,13.36,838.6,0.47,150370.0,4.74
task_451,0.0,0.68,13.36,838.6,1.0,1.0,0.0
task_452,0.0,0.68,13.36,838.6,1.0,1.0,0.68
task_453,0.0,0.68,13.36,838.6,1.0,1.0,4.74
task_454,0.0,0.68,13.36,838.6,1.0,7975.71,0.0
task_455,0.0,0.68,13.36,838.6,1.0,7975.71,0.68
task_456,0.0,0.68,13.36,838.6,1.0,7975.71,4.74
task_457,0.0,0.68,13.36,838.6,1.0,150370.0,0.0
task_458,0.0,0.68,13.36,838.6,1.0,150370.0,0.68
task_459,0.0,0.68,13.36,838.6,1.0,150370.0,4.74
task_460,0.0,0.68,13.36,24500.67,0.0,1.0,0.0
task_461,0.0,0.68,13.36,24500.67,0.0,1.0,0.68
task_462,0.0,0.68,13.36,24500.67,0.0,1.0,4.74
task_463,0.0,0.68,13.36,24500.67,0.0,7975.71,0.0
task_464,0.0,0.68,13.36,24500.67,0.0,7975.71,0.68
task_465,0.0,0.68,13.36,24500.67,0.0,7975.71,4.74
task_466,0.0,0.68,13.36,24500.67,0.0,150370.0,0.0
task_467,0.0,0.68,13.36,24500.67,0.0,150370.0,0.68
task_468,0.0,0.68,13.36,24500.67,0.0,150370.0,4.74
task_469,0.0,0.68,13.36,24500.67,0.47,1.0,0.0
task_470,0.0,0.68,13.36,24500.67,0.47,1.0,0.68
task_471,0.0,0.68,13.36,24500.67,0.47,1.0,4.74
task_472,0.0,0.68,13.36,24500.67,0.47,7975.71,0.0
task_473,0.0,0.68,13.36,24500.67,0.47,7975.71,0.68
task_474,0.0,0.68,13.36,24500.67,0.47,7975.71,4.74
task_475,0.0,0.68,13.36,24500.67,0.47,150370.0,0.0
task_476,0.0,0.68,13.36,24500.67,0.47,150370.0,0.68
task_477,0.0,0.68,13.36,24500.67,0.47,150370.0,4.74
task_478,0.0,0.68,13.36,24500.67,1.0,1.0,0.0
task_479,0.0,0.68,13.36,24500.67,1.0,1.0,0.68
task_480,0.0,0.68,13.36,24500.67,1.0,1.0,4.74
task_481,0.0,0.68,13.36,24500.67,1.0,7975.71,0.0
task_482,0.0,0.68,13.36,24500.67,1.0,7975.71,0.68
task_483,0.0,0.68,13.36,24500.67,1.0,7975.71,4.74
task_484,0.0,0.68,13.36,24500.67,1.0,150370.0,0.0
task_485,0.0,0.68,13.36,24500.67,1.0,150370.0,0.68
task_486,0.0,0.68,13.36,24500.67,1.0,150370.0,4.74
task_487,0.0,0.9,0.0,1.0,0.0,1.0,0.0
task_488,0.0,0.9,0.0,1.0,0.0,1.0,0.68
task_489,0.0,0.9,0.0,1.0,0.0,1.0,4.74
task_490,0.0,0.9,0.0,1.0,0.0,7975.71,0.0
task_491,0.0,0.9,0.0,1.0,0.0,7975.71,0.68
task_492,0.0,0.9,0.0,1.0,0.0,7975.71,4.74
task_493,0.0,0.9,0.0,1.0,0.0,150370.0,0.0
task_494,0.0,0.9,0.0,1.0,0.0,150370.0,0.68
task_495,0.0,0.9,0.0,1.0,0.0,150370.0,4.74
task_496,0.0,0.9,0.0,1.0,0.47,1.0,0.0
task_497,0.0,0.9,0.0,1.0,0.47,1.0,0.68
task_498,0.0,0.9,0.0,1.0,0.47,1.0,4.74
task_499,0.0,0.9,0.0,1.0,0.47,7975.71,0.0
task_500,0.0,0.9,0.0,1.0,0.47,7975.71,0.68
task_501,0.0,0.9,0.0,1.0,0.47,7975.71,4.74
task_502,0.0,0.9,0.0,1.0,0.47,150370.0,0.0
task_503,0.0,0.9,0.0,1.0,0.47,150370.0,0.68
task_504,0.0,0.9,0.0,1.0,0.47,150370.0,4.74
task_505,0.0,0.9,0.0,1.0,1.0,1.0,0.0
task_506,0.0,0.9,0.0,1.0,1.0,1.0,0.68
task_507,0.0,0.9,0.0,1.0,1.0,1.0,4.74
task_508,0.0,0.9,0.0,1.0,1.0,7975.71,0.0
task_509,0.0,0.9,0.0,1.0,1.0,7975.71,0.68
task_510,0.0,0.9,0.0,1.0,1.0,7975.71,4.74
task_511,0.0,0.9,0.0,1.0,1.0,150370.0,0.0
task_512,0.0,0.9,0.0,1.0,1.0,150370.0,0.68
task_513,0.0,0.9,0.0,1.0,1.0,150370.0,4.74
task_514,0.0,0.9,0.0,838.6,0.0,1.0,0.0
task_515,0.0,0.9,0.0,838.6,0.0,1.0,0.68
task_516,0.0,0.9,0.0,838.6,0.0,1.0,4.74
task_517,0.0,0.9,0.0,838.6,0.0,7975.71,0.0
task_518,0.0,0.9,0.0,838.6,0.0,7975.71,0.68
task_519,0.0,0.9,0.0,838.6,0.0,7975.71,4.74
task_520,0.0,0.9,0.0,838.6,0.0,150370.0,0.0
task_521,0.0,0.9,0.0,838.6,0.0,150370.0,0.68
task_522,0.0,0.9,0.0,838.6,0.0,150370.0,4.74
task_523,0.0,0.9,0.0,838.6,0.47,1.0,0.0
task_524,0.0,0.9,0.0,838.6,0.47,1.0,0.68
task_525,0.0,0.9,0.0,838.6,0.47,1.0,4.74
task_526,0.0,0.9,0.0,838.6,0.47,7975.71,0.0
task_527,0.0,0.9,0.0,838.6,0.47,7975.71,0.68
task_528,0.0,0.9,0.0,838.6,0.47,7975.71,4.74
task_529,0.0,0.9,0.0,838.6,0.47,150370.0,0.0
task_530,0.0,0.9,0.0,838.6,0.47,150370.0,0.68
task_531,0.0,0.9,0.0,838.6,0.47,150370.0,4.74
task_532,0.0,0.9,0.0,838.6,1.0,1.0,0.0
task_533,0.0,0.9,0.0,838.6,1.0,1.0,0.68
task_534,0.0,0.9,0.0,838.6,1.0,1.0,4.74
task_535,0.0,0.9,0.0,838.6,1.0,7975.71,0.0
task_536,0.0,0.9,0.0,838.6,1.0,7975.71,0.68
task_537,0.0,0.9,0.0,838.6,1.0,7975.71,4.74
task_538,0.0,0.9,0.0,838.6,1.0,150370.0,0.0
task_539,0.0,0.9,0.0,838.6,1.0,150370.0,0.68
task_540,0.0,0.9,0.0,838.6,1.0,150370.0,4.74
task_541,0.0,0.9,0.0,24500.67,0.0,1.0,0.0
task_542,0.0,0.9,0.0,24500.67,0.0,1.0,0.68
task_543,0.0,0.9,0.0,24500.67,0.0,1.0,4.74
task_544,0.0,0.9,0.0,24500.67,0.0,7975.71,0.0
task_545,0.0,0.9,0.0,24500.67,0.0,7975.71,0.68
task_546,0.0,0.9,0.0,24500.67,0.0,7975.71,4.74
task_547,0.0,0.9,0.0,24500.67,0.0,150370.0,0.0
task_548,0.0,0.9,0.0,24500.67,0.0,150370.0,0.68
task_549,0.0,0.9,0.0,24500.67,0.0,150370.0,4.74
task_550,0.0,0.9,0.0,24500.67,0.47,1.0,0.0
task_551,0.0,0.9,0.0,24500.67,0.47,1.0,0.68
task_552,0.0,0.9,0.0,24500.67,0.47,1.0,4.74
task_553,0.0,0.9,0.0,24500.67,0.47,7975.71,0.0
task_554,0.0,0.9,0.0,24500.67,0.47,7975.71,0.68
task_555,0.0,0.9,0.0,24500.67,0.47,7975.71,4.74
task_556,0.0,0.9,0.0,24500.67,0.47,150370.0,0.0
task_557,0.0,0.9,0.0,24500.67,0.47,150370.0,0.68
task_558,0.0,0.9,0.0,24500.67,0.47,150370.0,4.74
task_559,0.0,0.9,0.0,24500.67,1.0,1.0,0.0
task_560,0.0,0.9,0.0,24500.67,1.0,1.0,0.68
task_561,0.0,0.9,0.0,24500.67,1.0,1.0,4.74
task_562,0.0,0.9,0.0,24500.67,1.0,7975.71,0.0
task_563,0.0,0.9,0.0,24500.67,1.0,7975.71,0.68
task_564,0.0,0.9,0.0,24500.67,1.0,7975.71,4.74
task_565,0.0,0.9,0.0,24500.67,1.0,150370.0,0.0
task_566,0.0,0.9,0.0,24500.67,1.0,150370.0,0.68
task_567,0.0,0.9,0.0,24500.67,1.0,150370.0,4.74
task_568,0.0,0.9,6.24,1.0,0.0,1.0,0.0
task_569,0.0,0.9,6.24,1.0,0.0,1.0,0.68
task_570,0.0,0.9,6.24,1.0,0.0,1.0,4.74
task_571,0.0,0.9,6.24,1.0,0.0,7975.71,0.0
task_572,0.0,0.9,6.24,1.0,0.0,7975.71,0.68
task_573,0.0,0.9,6.24,1.0,0.0,7975.71,4.74
task_574,0.0,0.9,6.24,1.0,0.0,150370.0,0.0
task_575,0.0,0.9,6.24,1.0,0.0,150370.0,0.68
task_576,0.0,0.9,6.24,1.0,0.0,150370.0,4.74
task_577,0.0,0.9,6.24,1.0,0.47,1.0,0.0
task_578,0.0,0.9,6.24,1.0,0.47,1.0,0.68
task_579,0.0,0.9,6.24,1.0,0.47,1.0,4.74
task_580,0.0,0.9,6.24,1.0,0.47,7975.71,0.0
task_581,0.0,0.9,6.24,1.0,0.47,7975.71,0.68
task_582,0.0,0.9,6.24,1.0,0.47,7975.71,4.74
task_583,0.0,0.9,6.24,1.0,0.47,150370.0,0.0
task_584,0.0,0.9,6.24,1.0,0.47,150370.0,0.68
task_585,0.0,0.9,6.24,1.0,0.47,150370.0,4.74
task_586,0.0,0.9,6.24,1.0,1.0,1.0,0.0
task_587,0.0,0.9,6.24,1.0,1.0,1.0,0.68
task_588,0.0,0.9,6.24,1.0,1.0,1.0,4.74
task_589,0.0,0.9,6.24,1.0,1.0,7975.71,0.0
task_590,0.0,0.9,6.24,1.0,1.0,7975.71,0.68
task_591,0.0,0.9,6.24,1.0,1.0,7975.71,4.74
task_592,0.0,0.9,6.24,1.0,1.0,150370.0,0.0
task_593,0.0,0.9,6.24,1.0,1.0,150370.0,0.68
task_594,0.0,0.9,6.24,1.0,1.0,150370.0,4.74
task_595,0.0,0.9,6.24,838.6,0.0,1.0,0.0
task_596,0.0,0.9,6.24,838.6,0.0,1.0,0.68
task_597,0.0,0.9,6.24,838.6,0.0,1.0,4.74
task_598,0.0,0.9,6.24,838.6,0.0,7975.71,0.0
task_599,0.0,0.9,6.24,838.6,0.0,7975.71,0.68
task_600,0.0,0.9,6.24,838.6,0.0,7975.71,4.74
task_601,0.0,0.9,6.24,838.6,0.0,150370.0,0.0
task_602,0.0,0.9,6.24,838.6,0.0,150370.0,0.68
task_603,0.0,0.9,6.24,838.6,0.0,150370.0,4.74
task_604,0.0,0.9,6.24,838.6,0.47,1.0,0.0
task_605,0.0,0.9,6.24,838.6,0.47,1.0,0.68
task_606,0.0,0.9,6.24,838.6,0.47,1.0,4.74
task_607,0.0,0.9,6.24,838.6,0.47,7975.71,0.0
task_608,0.0,0.9,6.24,838.6,0.47,7975.71,0.68
task_609,0.0,0.9,6.24,838.6,0.47,7975.71,4.74
task_610,0.0,0.9,6.24,838.6,0.47,150370.0,0.0
task_611,0.0,0.9,6.24,838.6,0.47,150370.0,0.68
task_612,0.0,0.9,6.24,838.6,0.47,150370.0,4.74
task_613,0.0,0.9,6.24,838.6,1.0,1.0,0.0
task_614,0.0,0.9,6.24,838.6,1.0,1.0,0.68
task_615,0.0,0.9,6.24,838.6,1.0,1.0,4.74
task_616,0.0,0.9,6.24,838.6,1.0,7975.71,0.0
task_617,0.0,0.9,6.24,838.6,1.0,7975.71,0.68
task_618,0.0,0.9,6.24,838.6,1.0,7975.71,4.74
task_619,0.0,0.9,6.24,838.6,1.0,150370.0,0.0
task_620,0.0,0.9,6.24,838.6,1.0,150370.0,0.68
task_621,0.0,0.9,6.24,838.6,1.0,150370.0,4.74
task_622,0.0,0.9,6.24,24500.67,0.0,1.0,0.0
task_623,0.0,0.9,6.24,24500.67,0.0,1.0,0.68
task_624,0.0,0.9,6.24,24500.67,0.0,1.0,4.74
task_625,0.0,0.9,6.24,24500.67,0.0,7975.71,0.0
task_626,0.0,0.9,6.24,24500.67,0.0,7975.71,0.68
task_627,0.0,0.9,6.24,24500.67,0.0,7975.71,4.74
task_628,0.0,0.9,6.24,24500.67,0.0,150370.0,0.0
task_629,0.0,0.9,6.24,24500.67,0.0,150370.0,0.68
task_630,0.0,0.9,6.24,24500.67,0.0,150370.0,4.74
task_631,0.0,0.9,6.24,24500.67,0.47,1.0,0.0
task_632,0.0,0.9,6.24,24500.67,0.47,1.0,0.68
task_633,0.0,0.9,6.24,24500.67,0.47,1.0,4.74
task_634,0.0,0.9,6.24,24500.67,0.47,7975.71,0.0
task_635,0.0,0.9,6.24,24500.67,0.47,7975.71,0.68
task_636,0.0,0.9,6.24,24500.67,0.47,7975.71,4.74
task_637,0.0,0.9,6.24,24500.67,0.47,150370.0,0.0
task_638,0.0,0.9,6.24,24500.67,0.47,150370.0,0.68
task_639,0.0,0.9,6.24,24500.67,0.47,150370.0,4.74
task_640,0.0,0.9,6.24,24500.67,1.0,1.0,0.0
task_641,0.0,0.9,6.24,24500.67,1.0,1.0,0.68
task_642,0.0,0.9,6.24,24500.67,1.0,1.0,4.74
task_643,0.0,0.9,6.24,24500.67,1.0,7975.71,0.0
task_644,0.0,0.9,6.24,24500.67,1.0,7975.71,0.68
task_645,0.0,0.9,6.24,24500.67,1.0,7975.71,4.74
task_646,0.0,0.9,6.24,24500.67,1.0,150370.0,0.0
task_647,0.0,0.9,6.24,24500.67,1.0,150370.0,0.68
task_648,0.0,0.9,6.24,24500.67,1.0,150370.0,4.74
task_649,0.0,0.9,13.36,1.0,0.0,1.0,0.0
task_650,0.0,0.9,13.36,1.0,0.0,1.0,0.68
task_651,0.0,0.9,13.36,1.0,0.0,1.0,4.74
task_652,0.0,0.9,13.36,1.0,0.0,7975.71,0.0
task_653,0.0,0.9,13.36,1.0,0.0,7975.71,0.68
task_654,0.0,0.9,13.36,1.0,0.0,7975.71,4.74
task_655,0.0,0.9,13.36,1.0,0.0,150370.0,0.0
task_656,0.0,0.9,13.36,1.0,0.0,150370.0,0.68
task_657,0.0,0.9,13.36,1.0,0.0,150370.0,4.74
task_658,0.0,0.9,13.36,1.0,0.47,1.0,0.0
task_659,0.0,0.9,13.36,1.0,0.47,1.0,0.68
task_660,0.0,0.9,13.36,1.0,0.47,1.0,4.74
task_661,0.0,0.9,13.36,1.0,0.47,7975.71,0.0
task_662,0.0,0.9,13.36,1.0,0.47,7975.71,0.68
task_663,0.0,0.9,13.36,1.0,0.47,7975.71,4.74
task_664,0.0,0.9,13.36,1.0,0.47,150370.0,0.0
task_665,0.0,0.9,13.36,1.0,0.47,150370.0,0.68
task_666,0.0,0.9,13.36,1.0,0.47,150370.0,4.74
task_667,0.0,0.9,13.36,1.0,1.0,1.0,0.0
task_668,0.0,0.9,13.36,1.0,1.0,1.0,0.68
task_669,0.0,0.9,13.36,1.0,1.0,1.0,4.74
task_670,0.0,0.9,13.36,1.0,1.0,7975.71,0.0
task_671,0.0,0.9,13.36,1.0,1.0,7975.71,0.68
task_672,0.0,0.9,13.36,1.0,1.0,7975.71,4.74
task_673,0.0,0.9,13.36,1.0,1.0,150370.0,0.0
task_674,0.0,0.9,13.36,1.0,1.0,150370.0,0.68
task_675,0.0,0.9,13.36,1.0,1.0,150370.0,4.74
task_676,0.0,0.9,13.36,838.6,0.0,1.0,0.0
task_677,0.0,0.9,13.36,838.6,0.0,1.0,0.68
task_678,0.0,0.9,13.36,838.6,0.0,1.0,4.74
task_679,0.0,0.9,13.36,838.6,0.0,7975.71,0.0
task_680,0.0,0.9,13.36,838.6,0.0,7975.71,0.68
task_681,0.0,0.9,13.36,838.6,0.0,7975.71,4.74
task_682,0.0,0.9,13.36,838.6,0.0,150370.0,0.0
task_683,0.0,0.9,13.36,838.6,0.0,150370.0,0.68
task_684,0.0,0.9,13.36,838.6,0.0,150370.0,4.74
task_685,0.0,0.9,13.36,838.6,0.47,1.0,0.0
task_686,0.0,0.9,13.36,838.6,0.47,1.0,0.68
task_687,0.0,0.9,13.36,838.6,0.47,1.0,4.74
task_688,0.0,0.9,13.36,838.6,0.47,7975.71,0.0
task_689,0.0,0.9,13.36,838.6,0.47,7975.71,0.68
task_690,0.0,0.9,13.36,838.6,0.47,7975.71,4.74
task_691,0.0,0.9,13.36,838.6,0.47,150370.0,0.0
task_692,0.0,0.9,13.36,838.6,0.47,150370.0,0.68
task_693,0.0,0.9,13.36,838.6,0.47,150370.0,4.74
task_694,0.0,0.9,13.36,838.6,1.0,1.0,0.0
task_695,0.0,0.9,13.36,838.6,1.0,1.0,0.68
task_696,0.0,0.9,13.36,838.6,1.0,1.0,4.74
task_697,0.0,0.9,13.36,838.6,1.0,7975.71,0.0
task_698,0.0,0.9,13.36,838.6,1.0,7975.71,0.68
task_699,0.0,0.9,13.36,838.6,1.0,7975.71,4.74
task_700,0.0,0.9,13.36,838.6,1.0,150370.0,0.0
task_701,0.0,0.9,13.36,838.6,1.0,150370.0,0.68
task_702,0.0,0.9,13.36,838.6,1.0,150370.0,4.74
task_703,0.0,0.9,13.36,24500.67,0.0,1.0,0.0
task_704,0.0,0.9,13.36,24500.67,0.0,1.0,0.68
task_705,0.0,0.9,13.36,24500.67,0.0,1.0,4.74
task_706,0.0,0.9,13.36,24500.67,0.0,7975.71,0.0
task_707,0.0,0.9,13.36,24500.67,0.0,7975.71,0.68
task_708,0.0,0.9,13.36,24500.67,0.0,7975.71,4.74
task_709,0.0,0.9,13.36,24500.67,0.0,150370.0,0.0
task_710,0.0,0.9,13.36,24500.67,0.0,150370.0,0.68
task_711,0.0,0.9,13.36,24500.67,0.0,150370.0,4.74
task_712,0.0,0.9,13.36,24500.67,0.47,1.0,0.0
task_713,0.0,0.9,13.36,24500.67,0.47,1.0,0.68
task_714,0.0,0.9,13.36,24500.67,0.47,1.0,4.74
task_715,0.0,0.9,13.36,24500.67,0.47,7975.71,0.0
task_716,0.0,0.9,13.36,24500.67,0.47,7975.71,0.68
task_717,0.0,0.9,13.36,24500.67,0.47,7975.71,4.74
task_718,0.0,0.9,13.36,24500.67,0.47,150370.0,0.0
task_719,0.0,0.9,13.36,24500.67,0.47,150370.0,0.68
task_720,0.0,0.9,13.36,24500.67,0.47,150370.0,4.74
task_721,0.0,0.9,13.36,24500.67,1.0,1.0,0.0
task_722,0.0,0.9,13.36,24500.67,1.0,1.0,0.68
task_723,0.0,0.9,13.36,24500.67,1.0,1.0,4.74
task_724,0.0,0.9,13.36,24500.67,1.0,7975.71,0.0
task_725,0.0,0.9,13.36,24500.67,1.0,7975.71,0.68
task_726,0.0,0.9,13.36,24500.67,1.0,7975.71,4.74
task_727,0.0,0.9,13.36,24500.67,1.0,150370.0,0.0
task_728,0.0,0.9,13.36,24500.67,1.0,150370.0,0.68
task_729,0.0,0.9,13.36,24500.67,1.0,150370.0,4.74
task_730,12982.06,0.0,0.0,1.0,0.0,1.0,0.0
task_731,12982.06,0.0,0.0,1.0,0.0,1.0,0.68
task_732,12982.06,0.0,0.0,1.0,0.0,1.0,4.74
task_733,12982.06,0.0,0.0,1.0,0.0,7975.71,0.0
task_734,12982.06,0.0,0.0,1.0,0.0,7975.71,0.68
task_735,12982.06,0.0,0.0,1.0,0.0,7975.71,4.74
task_736,12982.06,0.0,0.0,1.0,0.0,150370.0,0.0
task_737,12982.06,0.0,0.0,1.0,0.0,150370.0,0.68
task_738,12982.06,0.0,0.0,1.0,0.0,150370.0,4.74
task_739,12982.06,0.0,0.0,1.0,0.47,1.0,0.0
task_740,12982.06,0.0,0.0,1.0,0.47,1.0,0.68
task_741,12982.06,0.0,0.0,1.0,0.47,1.0,4.74
task_742,12982.06,0.0,0.0,1.0,0.47,7975.71,0.0
task_743,12982.06,0.0,0.0,1.0,0.47,7975.71,0.68
task_744,12982.06,0.0,0.0,1.0,0.47,7975.71,4.74
task_745,12982.06,0.0,0.0,1.0,0.47,150370.0,0.0
task_746,12982.06,0.0,0.0,1.0,0.47,150370.0,0.68
task_747,12982.06,0.0,0.0,1.0,0.47,150370.0,4.74
task_748,12982.06,0.0,0.0,1.0,1.0,1.0,0.0
task_749,12982.06,0.0,0.0,1.0,1.0,1.0,0.68
task_750,12982.06,0.0,0.0,1.0,1.0,1.0,4.74
task_751,12982.06,0.0,0.0,1.0,1.0,7975.71,0.0
task_752,12982.06,0.0,0.0,1.0,1.0,7975.71,0.68
task_753,12982.06,0.0,0.0,1.0,1.0,7975.71,4.74
task_754,12982.06,0.0,0.0,1.0,1.0,150370.0,0.0
task_755,12982.06,0.0,0.0,1.0,1.0,150370.0,0.68
task_756,12982.06,0.0,0.0,1.0,1.0,150370.0,4.74
task_757,12982.06,0.0,0.0,838.6,0.0,1.0,0.0
task_758,12982.06,0.0,0.0,838.6,0.0,1.0,0.68
task_759,12982.06,0.0,0.0,838.6,0.0,1.0,4.74
task_760,12982.06,0.0,0.0,838.6,0.0,7975.71,0.0
task_761,12982.06,0.0,0.0,838.6,0.0,7975.71,0.68
task_762,12982.06,0.0,0.0,838.6,0.0,7975.71,4.74
task_763,12982.06,0.0,0.0,838.6,0.0,150370.0,0.0
task_764,12982.06,0.0,0.0,838.6,0.0,150370.0,0.68
task_765,12982.06,0.0,0.0,838.6,0.0,150370.0,4.74
task_766,12982.06,0.0,0.0,838.6,0.47,1.0,0.0
task_767,12982.06,0.0,0.0,838.6,0.47,1.0,0.68
task_768,12982.06,0.0,0.0,838.6,0.47,1.0,4.74
task_769,12982.06,0.0,0.0,838.6,0.47,7975.71,0.0
task_770,12982.06,0.0,0.0,838.6,0.47,7975.71,0.68
task_771,12982.06,0.0,0.0,838.6,0.47,7975.71,4.74
task_772,12982.06,0.0,0.0,838.6,0.47,150370.0,0.0
task_773,12982.06,0.0,0.0,838.6,0.47,150370.0,0.68
task_774,12982.06,0.0,0.0,838.6,0.47,150370.0,4.74
task_775,12982.06,0.0,0.0,838.6,1.0,1.0,0.0
task_776,12982.06,0.0,0.0,838.6,1.0,1.0,0.68
task_777,12982.06,0.0,0.0,838.6,1.0,1.0,4.74
task_778,12982.06,0.0,0.0,838.6,1.0,7975.71,0.0
task_779,12982.06,0.0,0.0,838.6,1.0,7975.71,0.68
task_780,12982.06,0.0,0.0,838.6,1.0,7975.71,4.74
task_781,12982.06,0.0,0.0,838.6,1.0,150370.0,0.0
task_782,12982.06,0.0,0.0,838.6,1.0,150370.0,0.68
task_783,12982.06,0.0,0.0,838.6,1.0,150370.0,4.74
task_784,12982.06,0.0,0.0,24500.67,0.0,1.0,0.0
task_785,12982.06,0.0,0.0,24500.67,0.0,1.0,0.68
task_786,12982.06,0.0,0.0,24500.67,0.0,1.0,4.74
task_787,12982.06,0.0,0.0,24500.67,0.0,7975.71,0.0
task_788,12982.06,0.0,0.0,24500.67,0.0,7975.71,0.68
task_789,12982.06,0.0,0.0,24500.67,0.0,7975.71,4.74
task_790,12982.06,0.0,0.0,24500.67,0.0,150370.0,0.0
task_791,12982.06,0.0,0.0,24500.67,0.0,150370.0,0.68
task_792,12982.06,0.0,0.0,24500.67,0.0,150370.0,4.74
task_793,12982.06,0.0,0.0,24500.67,0.47,1.0,0.0
task_794,12982.06,0.0,0.0,24500.67,0.47,1.0,0.68
task_795,12982.06,0.0,0.0,24500.67,0.47,1.0,4.74
task_796,12982.06,0.0,0.0,24500.67,0.47,7975.71,0.0
task_797,12982.06,0.0,0.0,24500.67,0.47,7975.71,0.68
task_798,12982.06,0.0,0.0,24500.67,0.47,7975.71,4.74
task_799,12982.06,0.0,0.0,24500.67,0.47,150370.0,0.0
task_800,12982.06,0.0,0.0,24500.67,0.47,150370.0,0.68
task_801,12982.06,0.0,0.0,24500.67,0.47,150370.0,4.74
task_802,12982.06,0.0,0.0,24500.67,1.0,1.0,0.0
task_803,12982.06,0.0,0.0,24500.67,1.0,1.0,0.68
task_804,12982.06,0.0,0.0,24500.67,1.0,1.0,4.74
task_805,12982.06,0.0,0.0,24500.67,1.0,7975.71,0.0
task_806,12982.06,0.0,0.0,24500.67,1.0,7975.71,0.68
task_807,12982.06,0.0,0.0,24500.67,1.0,7975.71,4.74
task_808,12982.06,0.0,0.0,24500.67,1.0,150370.0,0.0
task_809,12982.06,0.0,0.0,24500.67,1.0,150370.0,0.68
task_810,12982.06,0.0,0.0,24500.67,1.0,150370.0,4.74
task_811,12982.06,0.0,6.24,1.0,0.0,1.0,0.0
task_812,12982.06,0.0,6.24,1.0,0.0,1.0,0.68
task_813,12982.06,0.0,6.24,1.0,0.0,1.0,4.74
task_814,12982.06,0.0,6.24,1.0,0.0,7975.71,0.0
task_815,12982.06,0.0,6.24,1.0,0.0,7975.71,0.68
task_816,12982.06,0.0,6.24,1.0,0.0,7975.71,4.74
task_817,12982.06,0.0,6.24,1.0,0.0,150370.0,0.0
task_818,12982.06,0.0,6.24,1.0,0.0,150370.0,0.68
task_819,12982.06,0.0,6.24,1.0,0.0,150370.0,4.74
task_820,12982.06,0.0,6.24,1.0,0.47,1.0,0.0
task_821,12982.06,0.0,6.24,1.0,0.47,1.0,0.68
task_822,12982.06,0.0,6.24,1.0,0.47,1.0,4.74
task_823,12982.06,0.0,6.24,1.0,0.47,7975.71,0.0
task_824,12982.06,0.0,6.24,1.0,0.47,7975.71,0.68
task_825,12982.06,0.0,6.24,1.0,0.47,7975.71,4.74
task_826,12982.06,0.0,6.24,1.0,0.47,150370.0,0.0
task_827,12982.06,0.0,6.24,1.0,0.47,150370.0,0.68
task_828,12982.06,0.0,6.24,1.0,0.47,150370.0,4.74
task_829,12982.06,0.0,6.24,1.0,1.0,1.0,0.0
task_830,12982.06,0.0,6.24,1.0,1.0,1.0,0.68
task_831,12982.06,0.0,6.24,1.0,1.0,1.0,4.74
task_832,12982.06,0.0,6.24,1.0,1.0,7975.71,0.0
task_833,12982.06,0.0,6.24,1.0,1.0,7975.71,0.68
task_834,12982.06,0.0,6.24,1.0,1.0,7975.71,4.74
task_835,12982.06,0.0,6.24,1.0,1.0,150370.0,0.0
task_836,12982.06,0.0,6.24,1.0,1.0,150370.0,0.68
task_837,12982.06,0.0,6.24,1.0,1.0,150370.0,4.74
